gene_symbol	hgnc_id	mgi_id	disorder_id	disorder_name	IMPC_pipeline	IMPC_phenotypes	HPO_phenotypes	PhenoDigm_match	max_score
TSC22D1	HGNC:16826	MGI:109127	-	-	no	no	no	no	NA
TSC22D2	HGNC:29095	MGI:1919283	-	-	no	no	no	no	NA
TSC22D3	HGNC:3051	MGI:1196284	-	-	no	no	no	no	NA
TSEN15	HGNC:16791	MGI:1913887	OMIM:617026|ORPHA:2524	Pontocerebellar Hypoplasia, Type 2F|Pontocerebellar Hypoplasia Type 2	no	no	no	no	NA
TSEN2	HGNC:28422	MGI:2141599	OMIM:612389|ORPHA:2524	Pontocerebellar Hypoplasia, Type 2B|Pontocerebellar Hypoplasia Type 2	no	no	no	no	NA
TSEN34	HGNC:15506	MGI:1913328	OMIM:612390|ORPHA:2524	Pontocerebellar Hypoplasia, Type 2C|Pontocerebellar Hypoplasia Type 2	no	no	no	no	NA
TSEN54	HGNC:27561	MGI:1923515	OMIM:610204|OMIM:277470|OMIM:225753|ORPHA:166063|ORPHA:2524	Pontocerebellar Hypoplasia, Type 5|Pontocerebellar Hypoplasia, Type 2A|Pontocerebellar Hypoplasia, Type 4|Pontocerebellar Hypoplasia Type 4|Pontocerebellar Hypoplasia Type 2	yes	yes	yes	no	NA
TSFM	HGNC:12367	MGI:1913649	OMIM:610505|ORPHA:168566	Combined Oxidative Phosphorylation Deficiency 3|Fatal Mitochondrial Disease Due To Combined Oxidative Phosphorylation Defect Type 3	yes	yes	yes	yes	22.76
TSG101	HGNC:15971	MGI:106581	-	-	yes	no	no	no	NA
TSGA10	HGNC:14927	MGI:2685063	OMIM:617961	Spermatogenic Failure 26	no	no	no	no	NA
TSGA10IP	HGNC:26555	MGI:1925556	-	-	no	no	no	no	NA
TSGA13	HGNC:12369	MGI:1891413	-	-	yes	no	no	no	NA
TSHB	HGNC:12372	MGI:98848	OMIM:275100|ORPHA:90674	Hypothyroidism, Congenital, Nongoitrous, 4|Isolated Thyroid-Stimulating Hormone Deficiency	no	no	no	no	NA
TSHR	HGNC:12373	MGI:98849	OMIM:603373|OMIM:609152|OMIM:275200|ORPHA:424|ORPHA:90673|ORPHA:95713|ORPHA:95720|ORPHA:99819	Hyperthyroidism, Familial Gestational|Hyperthyroidism, Nonautoimmune|Hypothyroidism, Congenital, Nongoitrous, 1|Familial Hyperthyroidism Due To Mutations In Tsh Receptor|Hypothyroidism Due To Tsh Receptor Mutations|Athyreosis|Thyroid Hypoplasia|Familial Gestational Hyperthyroidism	no	no	no	no	NA
TSHZ1	HGNC:10669	MGI:1346031	OMIM:607842|ORPHA:141074	Aural Atresia, Congenital|External Auditory Canal Aplasia/Hypoplasia	no	no	no	no	NA
TSHZ2	HGNC:13010	MGI:2153084	-	-	yes	no	no	no	NA
TSHZ3	HGNC:30700	MGI:2442819	-	-	no	no	no	no	NA
TSKS	HGNC:30719	MGI:1347560	-	-	yes	no	no	no	NA
TSKU	HGNC:28850	MGI:2443855	-	-	no	no	no	no	NA
TSLP	HGNC:30743	MGI:1855696	-	-	yes	no	no	no	NA
TSN	HGNC:12379	MGI:109263	-	-	no	no	no	no	NA
TSNAX	HGNC:12380	MGI:1855672	-	-	no	no	no	no	NA
TSNAXIP1	HGNC:18586	MGI:1919486	-	-	no	no	no	no	NA
TSPAN1	HGNC:20657	MGI:1914055	-	-	no	no	no	no	NA
TSPAN10	HGNC:29942	MGI:2384781	-	-	no	no	no	no	NA
TSPAN11	HGNC:30795	MGI:1915748	-	-	yes	no	no	no	NA
TSPAN12	HGNC:21641	MGI:1889818	OMIM:613310|ORPHA:891	Exudative Vitreoretinopathy 5|Familial Exudative Vitreoretinopathy	no	no	no	no	NA
TSPAN13	HGNC:21643	MGI:1913359	-	-	yes	no	no	no	NA
TSPAN14	HGNC:23303	MGI:1196325	-	-	yes	no	no	no	NA
TSPAN15	HGNC:23298	MGI:1917673	-	-	yes	no	no	no	NA
TSPAN17	HGNC:13594	MGI:1921507	-	-	yes	no	no	no	NA
TSPAN18	HGNC:20660	MGI:1917186	-	-	yes	no	no	no	NA
TSPAN2	HGNC:20659	MGI:1917997	-	-	no	no	no	no	NA
TSPAN3	HGNC:17752	MGI:1928098	-	-	no	no	no	no	NA
TSPAN31	HGNC:10539	MGI:1914375	-	-	no	no	no	no	NA
TSPAN32	HGNC:13410	MGI:1350360	-	-	yes	no	no	no	NA
TSPAN33	HGNC:28743	MGI:1919012	-	-	no	no	no	no	NA
TSPAN4	HGNC:11859	MGI:1928097	-	-	no	no	no	no	NA
TSPAN5	HGNC:17753	MGI:1928096	-	-	yes	no	no	no	NA
TSPAN6	HGNC:11858	MGI:1926264	-	-	no	no	no	no	NA
TSPAN7	HGNC:11854	MGI:1298407	OMIM:300210|ORPHA:777	Intellectual Developmental Disorder, X-Linked 58|X-Linked Non-Syndromic Intellectual Disability	yes	yes	yes	no	NA
TSPAN8	HGNC:11855	MGI:2384918	-	-	yes	no	no	no	NA
TSPAN9	HGNC:21640	MGI:1924558	-	-	yes	no	no	no	NA
TSPEAR	HGNC:1268	MGI:2671932	OMIM:614861|OMIM:618180|OMIM:620173|ORPHA:90636	Deafness, Autosomal Recessive 98|Ectodermal Dysplasia 14, Hair/Tooth Type, With Or Without Hypohidrosis|Tooth Agenesis, Selective, 10|Rare Autosomal Recessive Non-Syndromic Sensorineural Deafness Type Dfnb	no	no	no	no	NA
TSPO	HGNC:1158	MGI:88222	-	-	yes	no	no	no	NA
TSPO2	HGNC:21256	MGI:1917276	-	-	no	no	no	no	NA
TSPOAP1	HGNC:16831	MGI:2450877	OMIM:620456|OMIM:620453|ORPHA:101150	Dystonia 22, Adult-Onset|Dystonia 22, Juvenile-Onset|Autosomal Recessive Dopa-Responsive Dystonia	yes	yes	yes	no	NA
TSPYL1	HGNC:12382	MGI:1298395	OMIM:608800|ORPHA:168593	Sudden Infant Death With Dysgenesis Of The Testes Syndrome|Sudden Infant Death-Dysgenesis Of The Testes Syndrome	yes	yes	yes	no	NA
TSPYL2	HGNC:24358	MGI:106244	-	-	yes	no	no	no	NA
TSPYL4	HGNC:21559	MGI:106393	-	-	yes	no	no	no	NA
TSPYL5	HGNC:29367	MGI:2442458	-	-	no	no	no	no	NA
TSR1	HGNC:25542	MGI:2144566	-	-	no	no	no	no	NA
TSR2	HGNC:25455	MGI:1916749	OMIM:300946|ORPHA:124	Diamond-Blackfan Anemia 14 With Mandibulofacial Dysostosis|Diamond-Blackfan Anemia	no	no	no	no	NA
TSR3	HGNC:14175	MGI:1915577	-	-	no	no	no	no	NA
TSSC4	HGNC:12386	MGI:1861712	-	-	no	no	no	no	NA
TSSK1B	HGNC:14968	MGI:1347557	-	-	no	no	no	no	NA
TSSK2	HGNC:11401	MGI:1347559	-	-	no	no	no	no	NA
TSSK3	HGNC:15473	MGI:1929914	-	-	no	no	no	no	NA
TSSK4	HGNC:19825	MGI:1918349	-	-	yes	no	no	no	NA
TSSK6	HGNC:30410	MGI:2148775	-	-	no	no	no	no	NA
TST	HGNC:12388	MGI:98852	-	-	yes	no	no	no	NA
TSTD1	HGNC:35410	MGI:3648482	-	-	yes	no	no	no	NA
TSTD2	HGNC:30087	MGI:3039624	-	-	no	no	no	no	NA
TSTD3	HGNC:40910	MGI:1924282	-	-	no	no	no	no	NA
TTBK1	HGNC:19140	MGI:2147036	-	-	yes	no	no	no	NA
TTBK2	HGNC:19141	MGI:2155779	OMIM:604432|ORPHA:98767	Spinocerebellar Ataxia 11|Spinocerebellar Ataxia Type 11	yes	yes	yes	no	NA
TTC1	HGNC:12391	MGI:1914077	-	-	yes	no	no	no	NA
TTC12	HGNC:23700	MGI:2444588	OMIM:618801|ORPHA:244	Ciliary Dyskinesia, Primary, 45|Primary Ciliary Dyskinesia	no	no	no	no	NA
TTC13	HGNC:26204	MGI:2384573	-	-	no	no	no	no	NA
TTC14	HGNC:24697	MGI:1914370	-	-	no	no	no	no	NA
TTC16	HGNC:26536	MGI:2443048	-	-	no	no	no	no	NA
TTC17	HGNC:25596	MGI:1921819	-	-	yes	no	no	no	NA
TTC19	HGNC:26006	MGI:1920045	OMIM:615157|ORPHA:1460	Mitochondrial Complex Iii Deficiency, Nuclear Type 2|Isolated Complex Iii Deficiency	no	no	no	no	NA
TTC21A	HGNC:30761	MGI:1921302	OMIM:618429|ORPHA:276234	Spermatogenic Failure 37|Non-Syndromic Male Infertility Due To Sperm Motility Disorder	no	no	no	no	NA
TTC21B	HGNC:25660	MGI:1920918	OMIM:613820|OMIM:613819|ORPHA:474|ORPHA:93591	Nephronophthisis 12|Short-Rib Thoracic Dysplasia 4 With Or Without Polydactyly|Jeune Syndrome|Infantile Nephronophthisis	no	no	no	no	NA
TTC22	HGNC:26067	MGI:3045307	-	-	no	no	no	no	NA
TTC23	HGNC:25730	MGI:1914259	-	-	no	no	no	no	NA
TTC23L	HGNC:26355	MGI:1923027	-	-	no	no	no	no	NA
TTC24	HGNC:32348	MGI:2443841	-	-	no	no	no	no	NA
TTC27	HGNC:25986	MGI:1921446	-	-	no	no	no	no	NA
TTC28	HGNC:29179	MGI:2140873	-	-	yes	no	no	no	NA
TTC29	HGNC:29936	MGI:1920551	OMIM:618745|ORPHA:276234	Spermatogenic Failure 42|Non-Syndromic Male Infertility Due To Sperm Motility Disorder	yes	yes	yes	no	NA
TTC3	HGNC:12393	MGI:1276539	-	-	no	no	no	no	NA
TTC32	HGNC:32954	MGI:1922766	-	-	yes	no	no	no	NA
TTC33	HGNC:29959	MGI:1914765	-	-	no	no	no	no	NA
TTC34	HGNC:34297	MGI:2445205	-	-	no	no	no	no	NA
TTC36	HGNC:33708	MGI:2384760	-	-	no	no	no	no	NA
TTC38	HGNC:26082	MGI:2146198	-	-	yes	no	no	no	NA
TTC39A	HGNC:18657	MGI:2444350	-	-	yes	no	no	no	NA
TTC39B	HGNC:23704	MGI:1917113	-	-	yes	no	no	no	NA
TTC39C	HGNC:26595	MGI:1919997	-	-	yes	no	no	no	NA
TTC4	HGNC:12394	MGI:1919604	-	-	yes	no	no	no	NA
TTC5	HGNC:19274	MGI:2683584	OMIM:619244|ORPHA:88616	Neurodevelopmental Disorder With Cerebral Atrophy And Variable Facial Dysmorphism|Autosomal Recessive Non-Syndromic Intellectual Disability	yes	yes	yes	no	NA
TTC7A	HGNC:19750	MGI:1920999	OMIM:243150|ORPHA:2300|ORPHA:436252	Gastrointestinal Defects And Immunodeficiency Syndrome 1|Multiple Intestinal Atresia|Combined Immunodeficiency-Enteropathy Spectrum	yes	yes	yes	yes	29.81
TTC7B	HGNC:19858	MGI:2144724	-	-	yes	no	no	no	NA
TTC8	HGNC:20087	MGI:1923510	OMIM:613464|OMIM:615985|ORPHA:791|ORPHA:110	Retinitis Pigmentosa 51|Bardet-Biedl Syndrome 8|Retinitis Pigmentosa|Bardet-Biedl Syndrome	no	no	no	no	NA
TTC9	HGNC:20267	MGI:1916730	-	-	no	no	no	no	NA
TTC9B	HGNC:26395	MGI:1920282	-	-	no	no	no	no	NA
TTC9C	HGNC:28432	MGI:1917637	-	-	no	no	no	no	NA
TTF1	HGNC:12397	MGI:105044	-	-	no	no	no	no	NA
TTF2	HGNC:12398	MGI:1921294	-	-	no	no	no	no	NA
TTI1	HGNC:29029	MGI:1922675	OMIM:620445	Neurodevelopmental Disorder With Microcephaly And Movement Abnormalities	no	no	no	no	NA
TTI2	HGNC:26262	MGI:2384576	OMIM:615541|ORPHA:391307	Intellectual Developmental Disorder, Autosomal Recessive 39|Severe Intellectual Disability-Short Stature-Behavioral Abnormalities-Facial Dysmorphism Syndrome	yes	yes	yes	yes	46.01
TTK	HGNC:12401	MGI:1194921	-	-	yes	no	no	no	NA
TTL	HGNC:21586	MGI:1916987	-	-	yes	no	no	no	NA
TTLL1	HGNC:1312	MGI:2443047	-	-	yes	no	no	no	NA
TTLL10	HGNC:26693	MGI:1921855	-	-	yes	no	no	no	NA
TTLL11	HGNC:18113	MGI:1921660	-	-	yes	no	no	no	NA
TTLL12	HGNC:28974	MGI:3039573	-	-	yes	no	no	no	NA
TTLL13	HGNC:32484	MGI:1920845	-	-	no	no	no	no	NA
TTLL2	HGNC:21211	MGI:3644030	-	-	no	no	no	no	NA
TTLL3	HGNC:24483	MGI:2141418	-	-	yes	no	no	no	NA
TTLL4	HGNC:28976	MGI:1914784	-	-	yes	no	no	no	NA
TTLL5	HGNC:19963	MGI:2443657	OMIM:615860|ORPHA:1872	Cone-Rod Dystrophy 19|Cone Rod Dystrophy	no	no	no	no	NA
TTLL6	HGNC:26664	MGI:2683461	-	-	yes	no	no	no	NA
TTLL7	HGNC:26242	MGI:1918142	-	-	yes	no	no	no	NA
TTLL8	HGNC:34000	MGI:1922902	-	-	yes	no	no	no	NA
TTLL9	HGNC:16118	MGI:1913589	-	-	no	no	no	no	NA
TTN	HGNC:12403	MGI:98864	OMIM:604145|OMIM:613765|OMIM:611705|OMIM:608807|OMIM:603689|OMIM:600334|ORPHA:169186|ORPHA:154|ORPHA:155|ORPHA:178464|ORPHA:140922|ORPHA:324604|ORPHA:293910|ORPHA:293899|ORPHA:293888|ORPHA:289377|ORPHA:466921|ORPHA:609|ORPHA:334	Cardiomyopathy, Dilated, 1G|Cardiomyopathy, Familial Hypertrophic, 9|Congenital Myopathy 5 With Cardiomyopathy|Muscular Dystrophy, Limb-Girdle, Autosomal Recessive 10|Myopathy, Myofibrillar, 9, With Early Respiratory Failure|Tibial Muscular Dystrophy, Tardive|Autosomal Recessive Centronuclear Myopathy|Familial Isolated Dilated Cardiomyopathy|Non Rare In Europe: Familial Isolated Hypertrophic Cardiomyopathy|Hereditary Myopathy With Early Respiratory Failure|Titin-Related Limb-Girdle Muscular Dystrophy R10|Classic Multiminicore Myopathy|Familial Isolated Arrhythmogenic Ventricular Dysplasia, Right Dominant Form|Familial Isolated Arrhythmogenic Ventricular Dysplasia, Biventricular Form|Familial Isolated Arrhythmogenic Ventricular Dysplasia, Left Dominant Form|Early-Onset Myopathy With Fatal Cardiomyopathy|Childhood-Onset Progressive Contractures-Limb-Girdle Weakness-Muscle Dystrophy Syndrome|Tibial Muscular Dystrophy|Familial Atrial Fibrillation	no	no	no	no	NA
TTPA	HGNC:12404	MGI:1354168	OMIM:277460|ORPHA:96	Ataxia With Vitamin E Deficiency	no	no	no	no	NA
TTPAL	HGNC:16114	MGI:1923330	-	-	no	no	no	no	NA
TTR	HGNC:12405	MGI:98865	OMIM:105210|OMIM:115430|OMIM:145680|ORPHA:85447|ORPHA:85451|ORPHA:597939	Amyloidosis, Hereditary, Transthyretin-Related|Carpal Tunnel Syndrome 1|Hyperthyroxinemia, Dystransthyretinemic|Attrv30M Amyloidosis|Attrv122I Amyloidosis|Euthyroid Dysprealbuminemic Hyperthyroxinemia	yes	yes	yes	yes	25.495
TTYH1	HGNC:13476	MGI:1889007	-	-	no	no	no	no	NA
TTYH2	HGNC:13877	MGI:2157091	-	-	yes	no	no	no	NA
TTYH3	HGNC:22222	MGI:1925589	-	-	yes	no	no	no	NA
TUB	HGNC:12406	MGI:2651573	OMIM:616188|ORPHA:791	Retinal Dystrophy And Obesity|Retinitis Pigmentosa	no	no	no	no	NA
TUBA1A	HGNC:20766	MGI:98869	OMIM:611603|ORPHA:171680|ORPHA:994|ORPHA:467166|ORPHA:45358	Lissencephaly 3|Lissencephaly Due To Tuba1A Mutation|Fetal Akinesia Deformation Sequence|Tubulinopathy-Associated Dysgyria|Congenital Fibrosis Of Extraocular Muscles	yes	yes	yes	yes	30.35
TUBA1B	HGNC:18809	MGI:107804	-	-	no	no	no	no	NA
TUBA1C	HGNC:20768	MGI:1095409	-	-	yes	no	no	no	NA
TUBA3C	HGNC:12408	MGI:1095406	-	-	yes	no	no	no	NA
TUBA4A	HGNC:12407	MGI:1095410	OMIM:616208	Amyotrophic Lateral Sclerosis 22 With Or Without Frontotemporal Dementia	no	no	no	no	NA
TUBA8	HGNC:12410	MGI:1858225	OMIM:619840|ORPHA:140957|ORPHA:250972	Macrothrombocytopenia, Isolated, 2, Autosomal Dominant|Autosomal Dominant Macrothrombocytopenia|Polymicrogyria With Optic Nerve Hypoplasia	yes	yes	yes	no	NA
TUBAL3	HGNC:23534	MGI:3588215	-	-	yes	no	no	no	NA
TUBB	HGNC:20778	MGI:107812	OMIM:615771|OMIM:156610|ORPHA:2505	Cortical Dysplasia, Complex, With Other Brain Malformations 6|Skin Creases, Congenital Symmetric Circumferential, 1|Multiple Benign Circumferential Skin Creases On Limbs	no	no	no	no	NA
TUBB1	HGNC:16257	MGI:107814	OMIM:613112|ORPHA:140957	Macrothrombocytopenia, Isolated, 1, Autosomal Dominant|Autosomal Dominant Macrothrombocytopenia	no	no	no	no	NA
TUBB2A	HGNC:12412	MGI:107861	OMIM:615763	Cortical Dysplasia, Complex, With Other Brain Malformations 5	yes	yes	yes	no	NA
TUBB2B	HGNC:30829	MGI:1920960	OMIM:610031|ORPHA:1766|ORPHA:300573|ORPHA:467166|ORPHA:45358	Cortical Dysplasia, Complex, With Other Brain Malformations 7|Dysequilibrium Syndrome|Polymicrogyria Due To Tubb2B Mutation|Tubulinopathy-Associated Dysgyria|Congenital Fibrosis Of Extraocular Muscles	yes	yes	yes	no	NA
TUBB3	HGNC:20772	MGI:107813	OMIM:614039|OMIM:600638|ORPHA:300570|ORPHA:467166|ORPHA:45358	Cortical Dysplasia, Complex, With Other Brain Malformations 1|Fibrosis Of Extraocular Muscles, Congenital, 3A, With Or Without Extraocular Involvement|Cortical Dysgenesis With Pontocerebellar Hypoplasia Due To Tubb3 Mutation|Tubulinopathy-Associated Dysgyria|Congenital Fibrosis Of Extraocular Muscles	no	no	no	no	NA
TUBB4A	HGNC:20774	MGI:107848	OMIM:128101|OMIM:612438|ORPHA:139441|ORPHA:98805	Dystonia 4, Torsion, Autosomal Dominant|Leukodystrophy, Hypomyelinating, 6|Hypomyelination With Atrophy Of Basal Ganglia And Cerebellum|Primary Dystonia, Dyt4 Type	yes	yes	yes	no	NA
TUBB4B	HGNC:20771	MGI:1915472	OMIM:617879|ORPHA:65	Leber Congenital Amaurosis With Early-Onset Deafness|Leber Congenital Amaurosis	yes	yes	yes	no	NA
TUBB6	HGNC:20776	MGI:1915201	OMIM:617732	Facial Palsy, Congenital, With Ptosis And Velopharyngeal Dysfunction	yes	no	yes	no	NA
TUBD1	HGNC:16811	MGI:1891826	-	-	no	no	no	no	NA
TUBE1	HGNC:20775	MGI:1919174	-	-	no	no	no	no	NA
TUBG1	HGNC:12417	MGI:101834	OMIM:615412|ORPHA:261183	Cortical Dysplasia, Complex, With Other Brain Malformations 4|15Q11.2 Microdeletion Syndrome	yes	yes	yes	yes	24.065
TUBG2	HGNC:12419	MGI:2144208	-	-	no	no	no	no	NA
TUBGCP2	HGNC:18599	MGI:1921487	OMIM:618737	Cortical Dysplasia, Complex, With Other Brain Malformations 15	yes	yes	yes	no	NA
TUBGCP3	HGNC:18598	MGI:2183752	-	-	no	no	no	no	NA
TUBGCP4	HGNC:16691	MGI:1196293	OMIM:616335|ORPHA:2518	Microcephaly And Chorioretinopathy, Autosomal Recessive, 3|Autosomal Recessive Chorioretinopathy-Microcephaly Syndrome	yes	yes	yes	no	NA
TUBGCP5	HGNC:18600	MGI:2178836	-	-	no	no	no	no	NA
TUBGCP6	HGNC:18127	MGI:2146071	OMIM:251270|ORPHA:2518	Microcephaly And Chorioretinopathy, Autosomal Recessive, 1|Autosomal Recessive Chorioretinopathy-Microcephaly Syndrome	no	no	no	no	NA
TUFM	HGNC:12420	MGI:1923686	OMIM:610678|ORPHA:254925	Combined Oxidative Phosphorylation Deficiency 4|Combined Oxidative Phosphorylation Defect Type 4	yes	no	yes	no	NA
TUFT1	HGNC:12422	MGI:109572	OMIM:620415	Woolly Hair-Skin Fragility Syndrome	yes	yes	yes	no	NA
TULP1	HGNC:12423	MGI:109571	OMIM:613843|OMIM:600132|ORPHA:791|ORPHA:65	Leber Congenital Amaurosis 15|Retinitis Pigmentosa 14|Retinitis Pigmentosa|Leber Congenital Amaurosis	no	no	no	no	NA
TULP2	HGNC:12424	MGI:1861600	-	-	yes	no	no	no	NA
TULP3	HGNC:12425	MGI:1329045	OMIM:619902	Hepatorenocardiac Degenerative Fibrosis	yes	yes	yes	no	NA
TULP4	HGNC:15530	MGI:1916092	-	-	yes	no	no	no	NA
TUSC1	HGNC:31010	MGI:2684283	-	-	yes	no	no	no	NA
TUSC2	HGNC:17034	MGI:1931086	-	-	no	no	no	no	NA
TUSC3	HGNC:30242	MGI:1933134	OMIM:611093|ORPHA:88616	Intellectual Developmental Disorder, Autosomal Recessive 7|Autosomal Recessive Non-Syndromic Intellectual Disability	yes	yes	yes	no	NA
TUT1	HGNC:26184	MGI:1917294	-	-	no	no	no	no	NA
TUT4	HGNC:28981	MGI:2445126	-	-	yes	no	no	no	NA
TUT7	HGNC:25817	MGI:2387179	-	-	no	no	no	no	NA
TVP23A	HGNC:20398	MGI:3665441	-	-	no	no	no	no	NA
TWF1	HGNC:9620	MGI:1100520	-	-	yes	no	no	no	NA
TWF2	HGNC:9621	MGI:1346078	-	-	yes	no	no	no	NA
TWIST1	HGNC:12428	MGI:98872	OMIM:123100|OMIM:180750|OMIM:101400|OMIM:617746|ORPHA:794|ORPHA:35099|ORPHA:35093	Craniosynostosis 1|Robinow-Sorauf Syndrome|Saethre-Chotzen Syndrome|Sweeney-Cox Syndrome|Non-Syndromic Bicoronal Craniosynostosis|Non-Syndromic Sagittal Craniosynostosis	yes	yes	yes	yes	44.785
TWIST2	HGNC:20670	MGI:104685	OMIM:200110|OMIM:209885|OMIM:227260|ORPHA:920|ORPHA:1231|ORPHA:1807	Ablepharon-Macrostomia Syndrome|Barber-Say Syndrome|Focal Facial Dermal Dysplasia 3, Setleis Type|Ablepharon Macrostomia Syndrome|Focal Facial Dermal Dysplasia Type Iii	yes	yes	yes	yes	33.17
TWNK	HGNC:1160	MGI:2137410	OMIM:271245|OMIM:616138|OMIM:609286|ORPHA:1186|ORPHA:254892|ORPHA:363534|ORPHA:70595|ORPHA:642976|ORPHA:642945	Mitochondrial Dna Depletion Syndrome 7 (Hepatocerebral Type)|Perrault Syndrome 5|Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant 3|Infantile-Onset Spinocerebellar Ataxia|Autosomal Dominant Progressive External Ophthalmoplegia|Mitochondrial Dna Depletion Syndrome, Hepatocerebrorenal Form|Sensory Ataxic Neuropathy-Dysarthria-Ophthalmoparesis Syndrome|Perrault Syndrome Type 2|Perrault Syndrome Type 1	no	no	no	no	NA
TWSG1	HGNC:12429	MGI:2137520	-	-	no	no	no	no	NA
TXK	HGNC:12434	MGI:102960	-	-	yes	no	no	no	NA
TXLNA	HGNC:30685	MGI:105968	-	-	yes	no	no	no	NA
TXLNB	HGNC:21617	MGI:2671945	-	-	no	no	no	no	NA
TXLNG	HGNC:18578	MGI:3590652	-	-	no	no	no	no	NA
TXN	HGNC:12435	MGI:98874	-	-	no	no	no	no	NA
TXN2	HGNC:17772	MGI:1929468	OMIM:616811|ORPHA:478029	Combined Oxidative Phosphorylation Deficiency 29|Combined Oxidative Phosphorylation Defect Type 29	no	no	no	no	NA
TXNDC11	HGNC:28030	MGI:1923620	-	-	yes	no	no	no	NA
TXNDC12	HGNC:24626	MGI:1913323	-	-	yes	no	no	no	NA
TXNDC15	HGNC:20652	MGI:1916922	OMIM:619879|ORPHA:564	Meckel Syndrome 14|Meckel Syndrome	no	no	no	no	NA
TXNDC16	HGNC:19965	MGI:1917811	-	-	no	no	no	no	NA
TXNDC17	HGNC:28218	MGI:1289248	-	-	no	no	no	no	NA
TXNDC2	HGNC:16470	MGI:2389312	-	-	no	no	no	no	NA
TXNDC5	HGNC:21073	MGI:2145316	-	-	yes	no	no	no	NA
TXNDC8	HGNC:31454	MGI:1914652	-	-	no	no	no	no	NA
TXNDC9	HGNC:24110	MGI:2138153	-	-	no	no	no	no	NA
TXNIP	HGNC:16952	MGI:1889549	-	-	yes	no	no	no	NA
TXNL1	HGNC:12436	MGI:1860078	-	-	yes	no	no	no	NA
TXNL4A	HGNC:30551	MGI:1351613	OMIM:608572|ORPHA:1200	Burn-Mckeown Syndrome	yes	yes	yes	no	NA
TXNL4B	HGNC:26041	MGI:2443724	-	-	no	no	no	no	NA
TXNRD1	HGNC:12437	MGI:1354175	-	-	no	no	no	no	NA
TXNRD2	HGNC:18155	MGI:1347023	OMIM:617825|ORPHA:154|ORPHA:361	Glucocorticoid Deficiency 5|Familial Isolated Dilated Cardiomyopathy|Familial Glucocorticoid Deficiency	no	no	no	no	NA
TXNRD3	HGNC:20667	MGI:2386711	-	-	no	no	no	no	NA
TYK2	HGNC:12440	MGI:1929470	OMIM:611521|ORPHA:331226|ORPHA:300865|ORPHA:98842	Immunodeficiency 35|Susceptibility To Infection Due To Tyk2 Deficiency|Primary Cutaneous Anaplastic Large Cell Lymphoma|Lymphomatoid Papulosis	yes	yes	yes	no	NA
TYMP	HGNC:3148	MGI:1920212	OMIM:603041|ORPHA:298	Mitochondrial Dna Depletion Syndrome 1 (Mngie Type)|Mitochondrial Neurogastrointestinal Encephalomyopathy	no	no	no	no	NA
TYMS	HGNC:12441	MGI:98878	OMIM:620040|ORPHA:1775	Dyskeratosis Congenita, Digenic|Dyskeratosis Congenita	yes	no	yes	no	NA
TYR	HGNC:12442	MGI:98880	OMIM:203100|OMIM:606952|OMIM:601800|ORPHA:895|ORPHA:352734|ORPHA:352737|ORPHA:79434|ORPHA:79431	Albinism, Oculocutaneous, Type Ia|Albinism, Oculocutaneous, Type Ib|Skin/Hair/Eye Pigmentation, Variation In, 3|Waardenburg Syndrome Type 2|Minimal Pigment Oculocutaneous Albinism Type 1|Temperature-Sensitive Oculocutaneous Albinism Type 1|Oculocutaneous Albinism Type 1B|Oculocutaneous Albinism Type 1A	no	no	no	no	NA
TYRO3	HGNC:12446	MGI:104294	-	-	yes	no	no	no	NA
TYROBP	HGNC:12449	MGI:1277211	OMIM:221770|ORPHA:2770	Polycystic Lipomembranous Osteodysplasia With Sclerosing Leukoencephalopathy 1|Nasu-Hakola Disease	no	no	no	no	NA
TYRP1	HGNC:12450	MGI:98881	OMIM:203290|OMIM:612271|ORPHA:79433	Albinism, Oculocutaneous, Type Iii|Skin/Hair/Eye Pigmentation, Variation In, 11|Oculocutaneous Albinism Type 3	no	no	no	no	NA
TYSND1	HGNC:28531	MGI:1919017	-	-	no	no	no	no	NA
TYW3	HGNC:24757	MGI:2445040	-	-	no	no	no	no	NA
TYW5	HGNC:26754	MGI:1915986	-	-	no	no	no	no	NA
U2AF1	HGNC:12453	MGI:98884	-	-	yes	no	no	no	NA
U2AF1L4	HGNC:23020	MGI:2678374	-	-	no	no	no	no	NA
U2AF2	HGNC:23156	MGI:98886	OMIM:620535	Developmental Delay, Dysmorphic Facies, And Brain Anomalies	yes	yes	no	no	NA
U2SURP	HGNC:30855	MGI:1915208	-	-	yes	no	no	no	NA
UACA	HGNC:15947	MGI:1919815	-	-	no	no	no	no	NA
UAP1	HGNC:12457	MGI:1334459	-	-	yes	no	no	no	NA
UAP1L1	HGNC:28082	MGI:2443318	-	-	no	no	no	no	NA
UBA1	HGNC:12469	MGI:98890	OMIM:301830|OMIM:301054|ORPHA:1145|ORPHA:596753	Spinal Muscular Atrophy, X-Linked 2|Vexas Syndrome|Infantile-Onset X-Linked Spinal Muscular Atrophy	no	no	no	no	NA
UBA2	HGNC:30661	MGI:1858313	OMIM:619959|ORPHA:1114	Acces Syndrome|Aplasia Cutis Congenita	yes	yes	yes	no	NA
UBA3	HGNC:12470	MGI:1341217	-	-	no	no	no	no	NA
