disorder_id	disorder_name	gene_symbol	description	score	query_phenotype	match_phenotype
ORPHA:401777	Optic Atrophy-Intellectual Disability Syndrome	NR2F1	Nr2f1<tm1.1(KOMP)Mbp> hom embryo	18.96	HP:0004322	MP:0003984
ORPHA:401780	Autosomal Recessive Spastic Paraplegia Type 61	ARL6IP1	Arl6ip1<tm1b(EUCOMM)Hmgu> hom early	54.19	HP:0012407,HP:0002355	MP:0001406
ORPHA:401785	Autosomal Recessive Spastic Paraplegia Type 62	ERLIN1	Erlin1<em1(IMPC)Tcp> hom late	22.595	HP:0006380	MP:0000063
ORPHA:401810	Autosomal Recessive Spastic Paraplegia Type 64	ENTPD1	Entpd1<tm1a(EUCOMM)Wtsi> hom early	33.46	HP:0001257	MP:0000745
ORPHA:401911	Axin2-Related Attenuated Familial Adenomatous Polyposis	AXIN2	Axin2<tm1b(KOMP)Wtsi> hom embryo	19.145	HP:0100743,HP:0200063,HP:0005227,HP:0003003	MP:0009908
ORPHA:404440	Intellectual Disability-Facial Dysmorphism Syndrome Due To Setd5 Haploinsufficiency	SETD5	Setd5<tm1a(EUCOMM)Wtsi> het early	38.15	HP:0000219,HP:0002553,HP:0000347,HP:0002808,HP:0002002,HP:0000294,HP:0000431,HP:0000175,HP:0002714,HP:0000190,HP:0002650,HP:0000369,HP:0000193,HP:0000319,HP:0000343	MP:0004609,MP:0000443,MP:0002075,MP:0004738,MP:0005358,MP:0000455,MP:0002100
ORPHA:404443	Tatton-Brown-Rahman Syndrome	DNMT3A	Dnmt3a<tm1b(KOMP)Wtsi> het early	31.655	HP:0001250,HP:0001537,HP:0001513	MP:0003961,MP:0000947,MP:0010024
ORPHA:404443	Tatton-Brown-Rahman Syndrome	DNMT3A	Dnmt3a<tm1b(KOMP)Wtsi> hom embryo	12.35	HP:0001537	MP:0001697
ORPHA:411511	Angelman Syndrome Due To A Point Mutation	UBE3A	Ube3a<em1(IMPC)Hmgu> het early	43.985	HP:0002136,HP:0001251,HP:0100738,HP:0100703,HP:0002141,HP:0000748,HP:0002015,HP:0100023	MP:0001402,MP:0011940
ORPHA:411511	Angelman Syndrome Due To A Point Mutation	UBE3A	Ube3a<em1(IMPC)Hmgu> hom early	45.195	HP:0002136,HP:0001251,HP:0100738,HP:0100703,HP:0000748,HP:0002141,HP:0002015,HP:0100023	MP:0001399,MP:0001402,MP:0011940,MP:0002757
ORPHA:411515	Angelman Syndrome Due To Imprinting Defect In 15Q11-Q13	UBE3A	Ube3a<em1(IMPC)Hmgu> het early	45.58	HP:0000752,HP:0002136,HP:0001251,HP:0000748,HP:0002591	MP:0001402,MP:0011940
ORPHA:411515	Angelman Syndrome Due To Imprinting Defect In 15Q11-Q13	UBE3A	Ube3a<em1(IMPC)Hmgu> hom early	55.03	HP:0000736,HP:0002136,HP:0000752,HP:0001251,HP:0000748,HP:0002591	MP:0011940,MP:0002757,MP:0001402,MP:0001399,MP:0001417
ORPHA:411602	Hereditary Late-Onset Parkinson Disease	GIGYF2	Gigyf2<tm1b(EUCOMM)Wtsi> hom early	47.49	HP:0002322,HP:0001300,HP:0002304,HP:0002063,HP:0000716,HP:0002067,HP:0000726,HP:0002362,HP:0000744,HP:0001332,HP:0001268,HP:0002548,HP:0002359	MP:0000745,MP:0001392,MP:0001402,MP:0001417
ORPHA:411602	Hereditary Late-Onset Parkinson Disease	SNCA	Snca<em1(IMPC)H> hom early	26.225	HP:0002362,HP:0002304	MP:0001392
ORPHA:411602	Hereditary Late-Onset Parkinson Disease	SNCA	Snca<em1(IMPC)H> hom late	13.36	HP:0004926	MP:0003896
ORPHA:411602	Hereditary Late-Onset Parkinson Disease	VPS35	Vps35<em1(IMPC)H> het early	32.895	HP:0002362,HP:0002304	MP:0001406
ORPHA:411602	Hereditary Late-Onset Parkinson Disease	DNAJC13	Dnajc13<em1(IMPC)J> het early	14.98	HP:0004926	MP:0005333
ORPHA:411602	Hereditary Late-Onset Parkinson Disease	GBA1	Gba1<em1(IMPC)H> het early	13.905	HP:0004926	MP:0010392
ORPHA:411602	Hereditary Late-Onset Parkinson Disease	EIF4G1	Eif4g1<em1(IMPC)Hmgu> het early	14.71	HP:0001824	MP:0003961
ORPHA:412	Dysbetalipoproteinemia	APOE	Apoe<tm1Unc> hom early	56.05	HP:0003233,HP:0002155,HP:0000819,HP:0003141,HP:0001114,HP:0003124	MP:0000182,MP:0002968,MP:0005178,MP:0001552,MP:0002078,MP:0005419,MP:0005344,MP:0005560
ORPHA:412069	Ahdc1-Related Intellectual Disability-Obstructive Sleep Apnea-Mild Dysmorphism Syndrome	AHDC1	Ahdc1<em1Xgs> het early	22.8	HP:0001388,HP:0001363,HP:0001508,HP:0002779	MP:0003961,MP:0000063,MP:0010124
ORPHA:415	Hyperornithinemia-Hyperammonemia-Homocitrullinuria Syndrome	SLC25A15	Slc25a15<tm1b(EUCOMM)Hmgu> het early	27.425	HP:0003218,HP:0001289,HP:0100543	MP:0002135,MP:0001417
ORPHA:417	Neonatal Severe Primary Hyperparathyroidism	CASR	Casr<tm1b(KOMP)Mbp> het early	21.58	HP:0001744,HP:0002240	MP:0001944
ORPHA:420741	Riddle Syndrome	RNF168	Rnf168<em1(IMPC)H> hom early	30.09	HP:0000524,HP:0008940,HP:0006254	MP:0005176,MP:0001314,MP:0010090,MP:0002941,MP:0005287,MP:0004953
ORPHA:420741	Riddle Syndrome	RNF168	Rnf168<tm2b(EUCOMM)Hmgu> hom early	33.615	HP:0000524,HP:0008940,HP:0006254,HP:0001824,HP:0001369	MP:0001312,MP:0010090,MP:0002941,MP:0002792,MP:0005343,MP:0001303,MP:0004609,MP:0000709,MP:0001304,MP:0001566,MP:0001262,MP:0001307,MP:0000689,MP:0010097,MP:0000703,MP:0011971
ORPHA:423	Malignant Hyperthermia Of Anesthesia	CACNA1S	Cacna1s<tm1.1(KOMP)Vlcg> hom embryo	26.61	HP:0012416,HP:0001722,HP:0004756,HP:0006682,HP:0004755	MP:0001575,MP:0001914
ORPHA:423	Malignant Hyperthermia Of Anesthesia	RYR1	Ryr1<tm1b(EUCOMM)Hmgu> het early	24.53	HP:0012416	MP:0010378
ORPHA:428	Autosomal Dominant Hypocalcemia	GNA11	Gna11<tm1a(EUCOMM)Wtsi> hom early	51.54	HP:0002356,HP:0004349,HP:0002905,HP:0002901,HP:0002917	MP:0002941,MP:0000063,MP:0000194,MP:0001488,MP:0008805,MP:0000198,MP:0010123
ORPHA:428	Autosomal Dominant Hypocalcemia	CASR	Casr<tm1b(KOMP)Mbp> het early	57.84	HP:0000648,HP:0003473,HP:0002905,HP:0002901,HP:0002917	MP:0000194,MP:0001102,MP:0009142,MP:0001566
ORPHA:428	Autosomal Dominant Hypocalcemia	GNA11	Gna11<tm1b(EUCOMM)Wtsi> hom early	16.78	HP:0004349	MP:0004609
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	CHD7	Chd7<Whi> het early	28.81	HP:0003782	MP:0003961,MP:0001262
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	FGFR1	Fgfr1<tm1.1(KOMP)Vlcg> hom embryo	15.365	HP:0000823	MP:0003984
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	NHLH2	Nhlh2<tm1b(KOMP)Mbp> hom early	64.07	HP:0000938,HP:0003782,HP:0000044,HP:0000134,HP:0011961,HP:0000028,HP:0002761,HP:0000939,HP:0003187,HP:0000869,HP:0030019,HP:0000013,HP:0000027,HP:0000786,HP:0008724,HP:0000802,HP:0012385,HP:0000026,HP:0000054,HP:0008734	MP:0003795,MP:0002059,MP:0000063,MP:0001926,MP:0003578,MP:0006415,MP:0001120,MP:0003961,MP:0002631,MP:0001925,MP:0004727,MP:0003918,MP:0002637,MP:0010124,MP:0003642,MP:0001146,MP:0001126,MP:0010024
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	KISS1R	Kiss1r<tm1.1(KOMP)Vlcg> hom early	64.2	HP:0000938,HP:0003782,HP:0000044,HP:0000134,HP:0011961,HP:0000028,HP:0002761,HP:0000939,HP:0003187,HP:0000869,HP:0030019,HP:0000013,HP:0000027,HP:0000786,HP:0008724,HP:0000802,HP:0012385,HP:0000026,HP:0000054,HP:0008734	MP:0003795,MP:0002059,MP:0001925,MP:0001262,MP:0002989,MP:0002135,MP:0003558,MP:0001120,MP:0003961,MP:0004727,MP:0010124,MP:0001126,MP:0002631,MP:0003918,MP:0003578,MP:0010024,MP:0001146,MP:0000063,MP:0001926,MP:0006415,MP:0003642
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	WDR11	Wdr11<em1(IMPC)Mbp> het early	28.405	HP:0002231,HP:0003187,HP:0000716	MP:0000367,MP:0001417
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	WDR11	Wdr11<em1(IMPC)Mbp> het late	28.24	HP:0000044,HP:0000134,HP:0011961,HP:0000028,HP:0003187,HP:0000013,HP:0000027,HP:0008724,HP:0000026,HP:0000054,HP:0008734	MP:0003068,MP:0002135,MP:0002997,MP:0003642
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	WDR11	Wdr11<em1(IMPC)Mbp> hom early	46.33	HP:0000044,HP:0000134,HP:0011961,HP:0000028,HP:0000869,HP:0030019,HP:0000013,HP:0000027,HP:0000786,HP:0008724,HP:0000802,HP:0000026,HP:0000054,HP:0008734	MP:0009709,MP:0001925,MP:0001120
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	WDR11	Wdr11<em1(IMPC)Mbp> hom late	30.785	HP:0000044,HP:0000134,HP:0011961,HP:0000028,HP:0008187,HP:0003187,HP:0008197,HP:0000054,HP:0000013,HP:0000027,HP:0008724,HP:0000823,HP:0000026,HP:0040171,HP:0008734	MP:0005313,MP:0002997,MP:0003642
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	NHLH2	Nhlh2<em1(IMPC)Mbp> hom early	47.47	HP:0000938,HP:0003782,HP:0000044,HP:0000134,HP:0011961,HP:0000028,HP:0002761,HP:0000939,HP:0000869,HP:0030019,HP:0000786,HP:0000027,HP:0000802,HP:0008724,HP:0012385,HP:0000026,HP:0000054,HP:0008734	MP:0000063,MP:0001926,MP:0000538,MP:0003961,MP:0001925,MP:0010124
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	TACR3	Tacr3<em1(IMPC)J> hom early	44.99	HP:0000938,HP:0000044,HP:0000134,HP:0011961,HP:0000028,HP:0002761,HP:0000939,HP:0000869,HP:0030019,HP:0000786,HP:0000027,HP:0000802,HP:0008724,HP:0012385,HP:0000026,HP:0008734	MP:0010024,MP:0000063,MP:0001926,MP:0010124
ORPHA:432	Normosmic Congenital Hypogonadotropic Hypogonadism	SPRY4	Spry4<tm1b(KOMP)Mbp> hom early	23.845	HP:0012385	MP:0002544,MP:0002764,MP:0002110
ORPHA:434179	Orofaciodigital Syndrome Type 14	C2CD3	C2cd3<em1(IMPC)Tcp> het early	14.735	HP:0008689,HP:0000039	MP:0011874,MP:0001120
ORPHA:435628	Keppen-Lubinsky Syndrome	KCNJ6	Kcnj6<em1(IMPC)H> hom early	18.35	HP:0002179	MP:0001523
ORPHA:435651	Cidec-Related Familial Partial Lipodystrophy	CIDEC	Cidec<tm1b(EUCOMM)Wtsi> hom early	43.265	HP:0003635,HP:0002155,HP:0009125,HP:0000831,HP:0009017,HP:0000292	MP:0002966,MP:0005178,MP:0013279,MP:0010025
ORPHA:435660	Lipe-Related Familial Partial Lipodystrophy	LIPE	Lipe<tm1b(KOMP)Wtsi> hom early	37.1	HP:0002240,HP:0030685,HP:0003292,HP:0000855,HP:0000831,HP:0000876	MP:0000274,MP:0001925,MP:0003917,MP:0002079
ORPHA:435934	Cog2-Cdg	COG2	Cog2<tm1a(KOMP)Wtsi> het early	35.21	HP:0010837,HP:0011967	MP:0005632,MP:0001554
ORPHA:436182	Microcephalic Primordial Dwarfism-Insulin Resistance Syndrome	NSMCE2	Nsmce2<em1(IMPC)Bay> het embryo	20.48	HP:0008890	MP:0003984
ORPHA:436182	Microcephalic Primordial Dwarfism-Insulin Resistance Syndrome	NSMCE2	Nsmce2<em1(IMPC)Bay> hom embryo	19.425	HP:0008890	MP:0003984
ORPHA:436252	Combined Immunodeficiency-Enteropathy Spectrum	PI4KA	Pi4ka<tm1b(EUCOMM)Wtsi> het early	24.81	HP:0005224,HP:0001890,HP:0000778,HP:0100592	MP:0000220,MP:0003131,MP:0002608
ORPHA:436252	Combined Immunodeficiency-Enteropathy Spectrum	TTC7A	Ttc7<em1(IMPC)J> het early	29.81	HP:0001539,HP:0002223,HP:0008404,HP:0008070,HP:0002293	MP:0000367,MP:0010024,MP:0002075
ORPHA:438274	Gcgr-Related Hyperglucagonemia	GCGR	Gcgr<tm1.1(KOMP)Vlcg> hom early	38.575	HP:0000819,HP:0030688,HP:0030404	MP:0005292,MP:0002727,MP:0013278
ORPHA:44	Neonatal Adrenoleukodystrophy	PEX3	Pex3<tm1a(EUCOMM)Wtsi> hom early	31.995	HP:0000518	MP:0001312,MP:0005542
ORPHA:44	Neonatal Adrenoleukodystrophy	PEX26	Pex26<tm1.1(KOMP)Vlcg> het early	15.58	HP:0001392	MP:0000691
ORPHA:44	Neonatal Adrenoleukodystrophy	PEX14	Pex14<em1(IMPC)Bay> het early	29.105	HP:0000518	MP:0011960
ORPHA:44	Neonatal Adrenoleukodystrophy	PEX6	Pex6<em1(IMPC)Tcp> het early	54.37	HP:0007703,HP:0000518,HP:0000648	MP:0001312,MP:0008259,MP:0002792,MP:0001322,MP:0001304,MP:0001307,MP:0010097,MP:0006243,MP:0004222
ORPHA:44	Neonatal Adrenoleukodystrophy	PEX1	Pex1<tm1e.1(EUCOMM)Hmgu> het early	36.23	HP:0001392	MP:0000598
ORPHA:440354	Autosomal Dominant Myopia-Midfacial Retrusion-Sensorineural Hearing Loss-Rhizomelic Dysplasia Syndrome	COL11A1	Col11a1<em1(IMPC)Bay> hom embryo	50.65	HP:0003097,HP:0008905,HP:0000947,HP:0002983,HP:0003016,HP:0000175,HP:0002980,HP:0000162,HP:0001156	MP:0009908,MP:0000111,MP:0002109
ORPHA:440437	Familial Colorectal Cancer Type X	RPS20	Rps20<em1(IMPC)Bay> het early	30.58	HP:0002354,HP:0000737,HP:0007018,HP:0000716	MP:0001417
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	PPP3CA	Ppp3ca<tm2e(EUCOMM)Wtsi> hom early	24.165	HP:0001508	MP:0001260
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	GRIN2D	Grin2d<tm1a(EUCOMM)Wtsi> hom early	16.7	HP:0001508	MP:0003961
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	PACS2	Pacs2<tm1a(EUCOMM)Hmgu> hom early	27.92	HP:0001337	MP:0001488
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	CACNA1B	Cacna1b<tm1b(KOMP)Wtsi> hom early	45.26	HP:0001251,HP:0100710,HP:0002317,HP:0007018,HP:0002355,HP:0001268	MP:0020870,MP:0001364,MP:0001415,MP:0001399,MP:0001392,MP:0001406
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	DHDDS	Dhdds<tm1b(KOMP)Wtsi> het early	49.67	HP:0011443,HP:0001251,HP:0004305,HP:0100710,HP:0001337,HP:0002063,HP:0001336,HP:0007018,HP:0001257,HP:0002509	MP:0000745,MP:0002797
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	FGF12	Fgf12<tm1b(KOMP)Wtsi> hom early	26.815	HP:0007018,HP:0100710	MP:0020870
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	SYNJ1	Synj1<tm1b(EUCOMM)Wtsi> het early	48.81	HP:0001251,HP:0011443,HP:0004305,HP:0001337,HP:0002063,HP:0000648,HP:0001336,HP:0001257,HP:0000546,HP:0002509	MP:0000745,MP:0001289
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	NTRK2	Ntrk2<tm1b(EUCOMM)Wtsi> het early	16.77	HP:0001508	MP:0003960
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	ATP1A3	Atp1a3<tm1b(EUCOMM)Hmgu> het early	43.875	HP:0001251,HP:0100710,HP:0002317,HP:0007018,HP:0002355,HP:0001268	MP:0001399,MP:0001392,MP:0001364,MP:0001415
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	KCNB1	Kcnb1<tm1b(EUCOMM)Hmgu> hom early	45.165	HP:0001251,HP:0100710,HP:0002317,HP:0007018,HP:0002355,HP:0001268,HP:0001508	MP:0001415,MP:0001399,MP:0001392,MP:0003960,MP:0001406
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	DNM1	Dnm1<tm1.1(KOMP)Vlcg> het embryo	38.115	HP:0001273,HP:0002059,HP:0000252	MP:0000433
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	DNM1	Dnm1<tm1.1(KOMP)Vlcg> hom embryo	38.115	HP:0001273,HP:0002059,HP:0000252	MP:0000433
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	DALRD3	Dalrd3<em1(IMPC)J> hom early	26.88	HP:0007018,HP:0100710	MP:0020870
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	CNKSR2	Cnksr2<em1(IMPC)J> hom early	29.98	HP:0001268,HP:0007018	MP:0001415
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	ARV1	Arv1<em1(IMPC)J> hom early	41.425	HP:0100710,HP:0000648,HP:0010844,HP:0002521,HP:0007018	MP:0001399,MP:0004738,MP:0002797
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	GABRA2	Gabra2<em1(IMPC)H> hom early	44.66	HP:0001251,HP:0100710,HP:0001337,HP:0002317,HP:0007018,HP:0002355,HP:0001268	MP:0002797,MP:0001402,MP:0001363,MP:0001513,MP:0001399,MP:0001417
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	GABRA2	Gabra2<em1(IMPC)H> hom late	35.66	HP:0001251,HP:0001337,HP:0002317,HP:0002355,HP:0007018,HP:0001268,HP:0001508	MP:0003960,MP:0001513,MP:0001402,MP:0001417
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	GABRA2	Gabra2<em1(IMPC)H> hom middle	28.875	HP:0001337	MP:0001513
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	HCN1	Hcn1<em1(IMPC)H> hom early	56.01	HP:0001251,HP:0011443,HP:0004305,HP:0001337,HP:0002063,HP:0002317,HP:0000648,HP:0002521,HP:0010844,HP:0001336,HP:0002355,HP:0007018,HP:0001268,HP:0001257,HP:0002509	MP:0001402,MP:0000745,MP:0001406,MP:0004738,MP:0001392,MP:0001417
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	CACNA1A	Cacna1a<em1(IMPC)H> het early	27.655	HP:0007018,HP:0100710	MP:0020421
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	CACNA2D1	Cacna2d1<em1(IMPC)Mbp> hom early	36.33	HP:0001251,HP:0100710,HP:0001337,HP:0002317,HP:0002355,HP:0007018,HP:0001268	MP:0009453,MP:0001402,MP:0020420,MP:0001489,MP:0020421,MP:0001417
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	ATP6V1A	Atp6v1a<em1(IMPC)Bay> het early	38.59	HP:0001268,HP:0007018,HP:0000648,HP:0000546	MP:0003733,MP:0001417
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	AP3B2	Ap3b2<em1(IMPC)H> hom early	51.355	HP:0011443,HP:0001251,HP:0004305,HP:0001337,HP:0002063,HP:0002317,HP:0001336,HP:0002355,HP:0001257,HP:0002509	MP:0000745,MP:0001392,MP:0001406
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	ACTL6B	Actl6b<em1(IMPC)J> het early	41.425	HP:0100710,HP:0000648,HP:0010844,HP:0002521,HP:0007018	MP:0001399,MP:0004738
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	GABRG2	Gabrg2<em1(IMPC)Mbp> het early	25.525	HP:0000648,HP:0000546	MP:0001289
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	SZT2	Szt2<em1(IMPC)Bay> het early	35.875	HP:0000648,HP:0000546	MP:0003733
ORPHA:442835	Non-Specific Early-Onset Epileptic Encephalopathy	FBXO28	Fbxo28<em1(IMPC)Mhzh> het early	26.64	HP:0007018,HP:0100710	MP:0020870
ORPHA:443167	Nut Midline Carcinoma	NUTM1	Nutm1<tm1b(KOMP)Wtsi> hom early	16.895	HP:0001909	MP:0005561,MP:0010067
ORPHA:444	Marie Unna Hereditary Hypotrichosis	HR	Hr<em1(IMPC)H> hom early	29.185	HP:0002209,HP:0001596,HP:0200102,HP:0002208,HP:0100840	MP:0002098,MP:0000367,MP:0001284
ORPHA:444077	Cognitive Impairment-Coarse Facies-Heart Defects-Obesity-Pulmonary Involvement-Short Stature-Skeletal Dysplasia Syndrome	AFF4	Aff4<em1(IMPC)Mbp> het early	32.245	HP:0000047,HP:0000085,HP:0000076,HP:0004602,HP:0003468	MP:0002135,MP:0002759,MP:0002989
ORPHA:444077	Cognitive Impairment-Coarse Facies-Heart Defects-Obesity-Pulmonary Involvement-Short Stature-Skeletal Dysplasia Syndrome	AFF4	Aff4<em1(IMPC)Mbp> hom embryo	15.99	HP:0004322	MP:0003984
ORPHA:44890	Gastrointestinal Stromal Tumor	SDHC	Sdhc<tm1a(EUCOMM)Wtsi> het early	20.03	HP:0001903	MP:0005505
ORPHA:44890	Gastrointestinal Stromal Tumor	SDHA	Sdha<tm2b(KOMP)Wtsi> het early	18.62	HP:0002015	MP:0020870
ORPHA:44890	Gastrointestinal Stromal Tumor	SDHB	Sdhb<tm1b(EUCOMM)Hmgu> het early	29.52	HP:0001903	MP:0005642,MP:0000222
ORPHA:45	Adenosine Monophosphate Deaminase Deficiency	AMPD3	Ampd3<tm2a(KOMP)Wtsi> hom early	24.395	HP:0008331	MP:0010093,MP:0005628
ORPHA:454840	Nthl1-Related Attenuated Familial Adenomatous Polyposis	NTHL1	Nthl1<em1(IMPC)Mbp> hom early	17.09	HP:0006725	MP:0000601,MP:0000689,MP:0000691,MP:0000598
ORPHA:457	Harlequin Ichthyosis	ABCA12	Abca12<em1(IMPC)J> hom embryo	32.27	HP:0001944	MP:0001785
ORPHA:457050	Autosomal Dominant Mitochondrial Myopathy With Exercise Intolerance	CHCHD10	Chchd10<em1(IMPC)Mbp> hom early	27.885	HP:0040014,HP:0008180	MP:0001147,MP:0001146,MP:0001566
ORPHA:457050	Autosomal Dominant Mitochondrial Myopathy With Exercise Intolerance	CHCHD10	Chchd10<em1(IMPC)H> hom early	29.465	HP:0008180	MP:0005553,MP:0005565,MP:0005627
ORPHA:457359	Megalencephaly-Severe Kyphoscoliosis-Overgrowth Syndrome	HERC1	Herc1<em3(IMPC)Wtsi> hom early	36.8	HP:0000368,HP:0001388,HP:0001520,HP:0001376,HP:0000400,HP:0001533,HP:0001998	MP:0000063,MP:0002079,MP:0013279,MP:0003961,MP:0004738,MP:0005293,MP:0005560
ORPHA:458798	Spinocerebellar Ataxia Type 41	TRPC3	Trpc3<Mwk> het early	42.845	HP:0002066	MP:0003313,MP:0001406
ORPHA:458803	Spinocerebellar Ataxia Type 42	CACNA1G	Cacna1g<em1(IMPC)Mbp> hom early	28.35	HP:0000716	MP:0001415
ORPHA:459056	Autosomal Recessive Spastic Paraplegia Type 75	MAG	Mag<tm1.1(KOMP)Vlcg> hom early	30.445	HP:0012511,HP:0001310,HP:0030187	MP:0001489,MP:0001402,MP:0004738
ORPHA:464288	Short Stature-Brachydactyly-Obesity-Global Developmental Delay Syndrome	PRMT7	Prmt7<tm1a(EUCOMM)Wtsi> hom early	16.98	HP:0001513	MP:0003961
ORPHA:464738	Basel-Vanagaite-Smirin-Yosef Syndrome	MED25	Med25<tm1b(KOMP)Wtsi> het early	29.395	HP:0006101,HP:0000023,HP:0001845,HP:0002540,HP:0009468,HP:0004691,HP:0002355,HP:0000369,HP:0010186,HP:0010557,HP:0030084,HP:0001761,HP:0009471,HP:0001181	MP:0004738,MP:0001402,MP:0010024,MP:0002764
ORPHA:465508	Symptomatic Form Of Hfe-Related Hemochromatosis	BMP6	Bmp6<em1(IMPC)Ccpcz> hom early	51.605	HP:0030153,HP:0002240,HP:0001409,HP:0001744,HP:0001635,HP:0003281,HP:0012463,HP:0001824,HP:0001638,HP:0001394,HP:0001402,HP:0011675,HP:0011031,HP:0030848,HP:0000029,HP:0001254	MP:0005564,MP:0001944,MP:0005343,MP:0005333,MP:0002941,MP:0000613,MP:0002590,MP:0005561,MP:0001402,MP:0005641,MP:0001262,MP:0008810
ORPHA:466650	Exercise-Induced Malignant Hyperthermia	RYR1	Ryr1<tm1b(EUCOMM)Hmgu> het early	23.28	HP:0001873,HP:0012417	MP:0004952,MP:0010378
ORPHA:468631	Microcephalic Cortical Malformations-Short Stature Due To Rttn Deficiency	RTTN	Rttn<em1(IMPC)Tcp> het late	26.375	HP:0000047,HP:0001363,HP:0000122,HP:0030260,HP:0000125,HP:0002247	MP:0000470,MP:0011874,MP:0010124
ORPHA:468631	Microcephalic Cortical Malformations-Short Stature Due To Rttn Deficiency	RTTN	Rttn<em1(IMPC)Tcp> hom embryo	29.34	HP:0001511,HP:0003510	MP:0001697,MP:0003984
ORPHA:468699	Slc39A8-Cdg	SLC39A8	Slc39a8<tm1b(EUCOMM)Wtsi> het early	17.375	HP:0032098,HP:0008277	MP:0001552
ORPHA:468726	Severe Primary Trimethylaminuria	FMO3	Fmo3<em1(IMPC)Mbp> hom early	47.885	HP:0008770,HP:0000718	MP:0001399
ORPHA:468726	Severe Primary Trimethylaminuria	FMO3	Fmo3<em1(IMPC)Mbp> hom late	19.44	HP:0003614	MP:0002135
ORPHA:47	X-Linked Agammaglobulinemia	BTK	Btk<tm1a(EUCOMM)Hmgu> hem early	36.85	HP:0100838,HP:0001873,HP:0001903,HP:0001875	MP:0008211,MP:0008074,MP:0002875,MP:0008078
ORPHA:470	Lysinuric Protein Intolerance	SLC7A7	Slc7a7<em1(IMPC)Bay> het early	13.94	HP:0001508	MP:0003960
ORPHA:474	Jeune Syndrome	IFT80	Ift80<tm1a(KOMP)Wtsi> het early	43.425	HP:0001770,HP:0002983,HP:0001162,HP:0001830,HP:0010579,HP:0002644,HP:0001773,HP:0000944,HP:0001156	MP:0000552,MP:0005108
ORPHA:474	Jeune Syndrome	IFT80	Ift80<tm1a(KOMP)Wtsi> hom early	50.57	HP:0001770,HP:0001162,HP:0001830,HP:0010579,HP:0002644,HP:0001773,HP:0000944,HP:0001156	MP:0004509
ORPHA:474	Jeune Syndrome	IFT172	Ift172<tm2b(EUCOMM)Hmgu> het early	45.975	HP:0007703,HP:0001770,HP:0002983,HP:0001162,HP:0001830,HP:0010579,HP:0002644,HP:0001773,HP:0000944,HP:0001156	MP:0010097,MP:0002110
ORPHA:474	Jeune Syndrome	IFT172	Ift172<tm2b(EUCOMM)Hmgu> hom embryo	19.485	HP:0004322	MP:0003984
ORPHA:474	Jeune Syndrome	DYNC2I1	Dync2i1<em1(IMPC)Tcp> het early	18.445	HP:0000112,HP:0000083,HP:0000090	MP:0011874
ORPHA:474	Jeune Syndrome	DYNC2I1	Dync2i1<em1(IMPC)Tcp> hom embryo	19.78	HP:0004322	MP:0003984
ORPHA:475	Joubert Syndrome	B9D1	B9d1<tm1a(EUCOMM)Wtsi> het early	28.005	HP:0001337	MP:0001486,MP:0005316
